,name,description,homepage,resource,category,projectrank,show,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,license,npm_url,npm_monthly_downloads,trending,new_addition,go_id,cran_id,pypi,gem_id,updated_github_id,hex_id,bitbucket_id
142,JupyterLab Go-To-Definition,Navigate to variable's definition with a click in JupyterLab (or with a few key strokes).,https://github.com/krassowski/jupyterlab-go-to-definition,,lab-extensions,16,True,krassowski/jupyterlab-go-to-definition,,,https://github.com/krassowski/jupyterlab-go-to-definition,2018-12-22 01:18:42.000000,2020-03-16 22:19:05.000000,2020-03-16 22:19:04.000000,7.0,9.0,13.0,180.0,88.0,2019-07-05 21:26:30.000000,0.5.0,,6904.0,5.0,10.0,10.0,2.0,,,,,,2.0,,,,,,@krassowski/jupyterlab_go_to_definition,BSD-3-Clause,https://www.npmjs.com/package/@krassowski/jupyterlab_go_to_definition,6904.0,,,,,,,,,
143,JupyterLab Chart Editor,JupyterLab extension for Plotly's react-chart-editor.,https://github.com/plotly/jupyterlab-chart-editor,,lab-renderer,16,False,plotly/jupyterlab-chart-editor,,,https://github.com/plotly/jupyterlab-chart-editor,2018-01-23 18:18:38.000000,2021-03-10 20:57:44.000000,2021-03-10 20:56:11.000000,15.0,11.0,19.0,179.0,71.0,2021-03-10 20:57:44.000000,4.14.3,,4408.0,6.0,3.0,3.0,5.0,,,,,,2.0,,,,,,jupyterlab-chart-editor,,https://www.npmjs.com/package/jupyterlab-chart-editor,4408.0,,,,,,,,,
144,Jupyter Bokeh,An extension for rendering Bokeh content in JupyterLab notebooks.,https://github.com/bokeh/jupyter_bokeh,,lab-extensions,16,True,bokeh/jupyter_bokeh,jupyter-bokeh,,https://github.com/bokeh/jupyter_bokeh,2017-08-14 23:01:29.000000,2021-03-22 17:17:03.000000,2021-03-22 17:16:59.000000,27.0,3.0,69.0,165.0,,,,,66395.0,,,,13.0,https://pypi.org/project/jupyter-bokeh,1151.0,,,,2.0,,,,,,@bokeh/jupyter_bokeh,BSD-3-Clause,https://www.npmjs.com/package/@bokeh/jupyter_bokeh,65244.0,,,,,,,,,
145,bookstore,Notebook storage and publishing workflows for the masses.,https://github.com/nteract/bookstore,,notebook-sharing,16,False,nteract/bookstore,bookstore,,https://github.com/nteract/bookstore,2018-10-16 18:54:00.000000,2019-12-09 16:52:17.000000,2019-12-09 16:52:07.000000,16.0,34.0,39.0,163.0,619.0,2019-12-03 17:50:40.000000,2.5.0,,603.0,6.0,3.0,3.0,7.0,https://pypi.org/project/bookstore,603.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
146,nb_conda,Conda environment and package access extension from within Jupyter.,https://github.com/Anaconda-Platform/nb_conda,,jupyter-extensions,16,True,Anaconda-Platform/nb_conda,,conda-forge/nb_conda,https://github.com/Anaconda-Platform/nb_conda,2015-12-09 23:12:58.000000,2021-02-08 11:04:25.512000,2020-09-11 21:06:00.000000,22.0,30.0,28.0,109.0,158.0,,,,4409.0,4.0,,,14.0,,,https://anaconda.org/conda-forge/nb_conda,2021-02-08 11:04:25.512000,246931.0,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
147,JupyterLab Spellchecker,Spellchecker for JupyterLab notebook markdown cells and file editor.,https://github.com/jupyterlab-contrib/spellchecker,,lab-extensions,16,True,ijmbarr/jupyterlab_spellchecker,,,https://github.com/jupyterlab-contrib/spellchecker,2018-04-02 07:47:30.000000,2021-03-19 19:48:47.000000,2021-03-19 19:46:33.000000,16.0,6.0,26.0,107.0,90.0,2021-03-19 19:48:47.000000,0.5.2,,5366.0,3.0,1.0,1.0,5.0,,,,,,2.0,,,,,,@ijmbarr/jupyterlab_spellchecker,BSD-3-Clause,https://www.npmjs.com/package/@ijmbarr/jupyterlab_spellchecker,5366.0,,,,,,,jupyterlab-contrib/spellchecker,,
148,JupyterLab Top Bar,JupyterLab Top Bar extension.,https://github.com/jtpio/jupyterlab-topbar,,lab-extensions,16,True,jtpio/jupyterlab-topbar,,,https://github.com/jtpio/jupyterlab-topbar,2019-01-27 23:43:18.000000,2021-02-04 21:12:12.000000,2021-02-04 21:10:31.000000,7.0,7.0,9.0,86.0,,2021-02-04 21:12:12.000000,0.6.1,,9096.0,2.0,1.0,1.0,3.0,,,,,,2.0,,,,,,jupyterlab-topbar-extension,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab-topbar-extension,9096.0,,,,,,,,,
149,Rsession Proxy,Jupyter extensions for running an RStudio rsession proxy.,https://github.com/jupyterhub/jupyter-rsession-proxy,,jupyter-extensions,16,True,jupyterhub/jupyter-rsession-proxy,jupyter-rsession-proxy,,https://github.com/jupyterhub/jupyter-rsession-proxy,2016-12-09 06:26:18.000000,2021-02-10 20:53:08.000000,2021-02-10 20:53:07.000000,48.0,22.0,34.0,71.0,182.0,,,,362.0,,22.0,22.0,16.0,https://pypi.org/project/jupyter-rsession-proxy,362.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
150,JupyterLab IFrame,JupyterLab iframe widget.,https://github.com/timkpaine/jupyterlab_iframe,,lab-extensions,16,True,timkpaine/jupyterlab_iframe,jupyterlab_iframe,,https://github.com/timkpaine/jupyterlab_iframe,2018-03-12 02:34:47.000000,2021-03-23 20:58:41.000000,2021-02-01 03:53:50.000000,11.0,2.0,55.0,66.0,,2021-01-16 23:58:04.000000,0.3.0,,2948.0,10.0,3.0,3.0,3.0,https://pypi.org/project/jupyterlab_iframe,240.0,,,,2.0,,,,,,jupyterlab_iframe,Apache-2.0,https://www.npmjs.com/package/jupyterlab_iframe,2708.0,,,,,,,,,
151,mkdocs-jupyter,Use Jupyter Notebook in mkdocs.,https://github.com/danielfrg/mkdocs-jupyter,,notebook-sharing,16,True,danielfrg/mkdocs-jupyter,mkdocs-jupyter,,https://github.com/danielfrg/mkdocs-jupyter,2019-12-18 02:11:34.000000,2021-03-20 00:13:56.000000,2021-03-20 00:13:03.000000,4.0,5.0,13.0,42.0,68.0,,,,1811.0,,81.0,81.0,5.0,https://pypi.org/project/mkdocs-jupyter,1811.0,,,,3.0,,,,,,,Apache-2.0,,,,,,,,,,,
152,jupyter-archive,"A Jupyter/Jupyterlab extension to make, download and extract archive files.",https://github.com/jupyterlab-contrib/jupyter-archive,,jupyter-extensions,16,True,jupyterlab-contrib/jupyter-archive,,conda-forge/jupyter-archive,https://github.com/jupyterlab-contrib/jupyter-archive,2019-07-25 17:15:19.000000,2021-03-21 14:26:43.000000,2021-02-07 16:28:23.000000,5.0,2.0,23.0,35.0,162.0,2021-01-03 10:46:26.000000,3.0.0-post1,3251.0,882.0,15.0,,,6.0,,,https://anaconda.org/conda-forge/jupyter-archive,2021-01-03 14:04:18.363000,11749.0,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
153,ipyregulartable,"High performance, editable, stylable datagrids in jupyter and jupyterlab.",https://github.com/jpmorganchase/ipyregulartable,,widgets,16,True,jpmorganchase/ipyregulartable,ipyregulartable,,https://github.com/jpmorganchase/ipyregulartable,2020-06-15 21:45:08.000000,2021-03-18 22:22:43.000000,2021-03-18 22:22:39.000000,6.0,7.0,13.0,26.0,,,,,173996.0,5.0,4.0,4.0,4.0,https://pypi.org/project/ipyregulartable,25.0,,,,3.0,,,,,,@jupyter-widgets/jupyterlab-manager,Apache-2.0,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,173971.0,-8.0,,,,,,,,
154,geonotebook,A Jupyter notebook extension for geospatial visualization and analysis.,https://github.com/OpenGeoscience/geonotebook,,widgets,15,False,OpenGeoscience/geonotebook,,,https://github.com/OpenGeoscience/geonotebook,2016-07-26 19:48:45.000000,2019-01-21 18:59:02.250643,2019-01-21 15:53:00.000000,136.0,37.0,46.0,1012.0,647.0,,,,2343.0,,,,9.0,,,,,,3.0,geonotebook/geonotebook,https://hub.docker.com/r/geonotebook/geonotebook,2019-01-21 18:59:02.250643,5.0,131235.0,,Apache-2.0,,,,,,,,,,,
155,Wolfram Kernel,Wolfram Language kernel for Jupyter notebooks.,https://github.com/WolframResearch/WolframLanguageForJupyter,,kernels,15,True,WolframResearch/WolframLanguageForJupyter,,,https://github.com/WolframResearch/WolframLanguageForJupyter,2019-01-18 19:37:06.000000,2021-01-10 22:20:14.000000,2020-12-15 17:18:31.000000,67.0,12.0,61.0,545.0,138.0,,,3332.0,158.0,2.0,,,6.0,,,,,,3.0,,,,,,,MIT,,,,,,,,,,,
156,JupyterLab Drawio,A standalone embedding of the FOSS drawio / mxgraph package into jupyterlab.,https://github.com/QuantStack/jupyterlab-drawio,,lab-renderer,15,True,QuantStack/jupyterlab-drawio,,,https://github.com/QuantStack/jupyterlab-drawio,2018-01-31 16:38:30.000000,2021-03-17 13:11:07.000000,2021-03-17 13:11:06.000000,53.0,37.0,19.0,451.0,79.0,,,,6130.0,,2.0,2.0,15.0,,,,,,3.0,,,,,,jupyterlab-drawio,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab-drawio,6130.0,,,,,,,,,
157,jupyter-tensorboard,Start Tensorboard in Jupyter Notebook.,https://github.com/lspvic/jupyter_tensorboard,,jupyter-extensions,15,False,lspvic/jupyter_tensorboard,jupyter-tensorboard,,https://github.com/lspvic/jupyter_tensorboard,2017-08-22 08:05:13.000000,2021-02-25 23:36:10.000000,2020-02-16 06:42:48.000000,65.0,37.0,27.0,446.0,69.0,,,,1439.0,,,,4.0,https://pypi.org/project/jupyter-tensorboard,1439.0,,,,3.0,,,,,,,MIT,,,,,,,,,,,
158,GPU Dashboards,A JupyterLab extension for displaying dashboards of GPU usage.,https://github.com/rapidsai/jupyterlab-nvdashboard,,lab-extensions,15,True,rapidsai/jupyterlab-nvdashboard,jupyterlab-nvdashboard,,https://github.com/rapidsai/jupyterlab-nvdashboard,2019-08-12 15:22:10.000000,2021-01-07 10:32:40.000000,2020-12-16 15:53:23.000000,38.0,23.0,26.0,387.0,,,,,13827.0,,,,13.0,https://pypi.org/project/jupyterlab-nvdashboard,674.0,,,,3.0,,,,,,jupyterlab-nvdashboard,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab-nvdashboard,13153.0,,,,,,,,,
159,nbgather,Spit shine for Jupyter notebooks.,https://github.com/microsoft/gather,,lab-extensions,15,False,microsoft/gather,,,https://github.com/microsoft/gather,2018-10-08 23:32:10.000000,2021-03-09 12:25:15.000000,2020-02-14 15:11:45.000000,25.0,9.0,16.0,356.0,343.0,,,,200.0,,,,12.0,,,,,,3.0,,,,,,nbgather,MIT,https://www.npmjs.com/package/nbgather,200.0,,,,,,,,,
160,IElixir,Jupyter's kernel for Elixir programming language.,https://github.com/pprzetacznik/IElixir,,kernels,15,True,pprzetacznik/IElixir,,,https://github.com/pprzetacznik/IElixir,2015-07-06 11:39:08.000000,2021-03-20 17:48:12.317861,2021-03-20 17:27:38.000000,38.0,9.0,20.0,315.0,282.0,2020-11-15 17:48:03.000000,0.9.21,,2.0,8.0,,,18.0,,,,,,3.0,pprzetacznik/ielixir,https://hub.docker.com/r/pprzetacznik/ielixir,2021-03-20 17:48:12.317861,1.0,195.0,,Apache-2.0,,,,,,,,,,ielixir,
161,treon,Easy to use test framework for Jupyter Notebooks.,https://github.com/ReviewNB/treon,,notebook-tools,15,True,ReviewNB/treon,treon,,https://github.com/ReviewNB/treon,2019-03-29 15:02:35.000000,2020-10-08 09:00:07.000000,2020-10-08 09:00:06.000000,17.0,2.0,9.0,260.0,56.0,,,,1293.0,,28.0,28.0,4.0,https://pypi.org/project/treon,1293.0,,,,3.0,,,,,,,MIT,,,,,,,,,,,
162,JupyterLab Tensorboard,Tensorboard extension for jupyterlab.,https://github.com/chaoleili/jupyterlab_tensorboard,,lab-extensions,15,True,chaoleili/jupyterlab_tensorboard,,,https://github.com/chaoleili/jupyterlab_tensorboard,2018-08-14 12:36:26.000000,2021-02-24 06:31:50.000000,2021-02-24 06:31:50.000000,26.0,16.0,8.0,245.0,31.0,,,,5763.0,,2.0,2.0,6.0,,,,,,3.0,,,,,,jupyterlab_tensorboard,MIT,https://www.npmjs.com/package/jupyterlab_tensorboard,5763.0,,,,,,,,,
163,nbinteract,Create interactive webpages from Jupyter Notebooks.,https://github.com/SamLau95/nbinteract,,notebook-sharing,15,True,SamLau95/nbinteract,nbinteract,,https://github.com/SamLau95/nbinteract,2017-08-31 00:16:20.000000,2021-03-15 00:06:17.000000,2021-03-15 00:06:17.000000,21.0,28.0,40.0,189.0,586.0,,,,682.0,,1.0,1.0,7.0,https://pypi.org/project/nbinteract,682.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
164,JupyterLab Data Explorer,First class datasets in JupyterLab.,https://github.com/jupyterlab/jupyterlab-data-explorer,,lab-extensions,15,True,jupyterlab/jupyterlab-data-explorer,,,https://github.com/jupyterlab/jupyterlab-data-explorer,2019-01-03 21:57:42.000000,2020-05-24 13:16:18.000000,2020-05-24 13:16:16.000000,25.0,52.0,34.0,147.0,426.0,,,,296.0,,10.0,10.0,9.0,,,,,,3.0,,,,,,@jupyterlab/dataregistry-extension,BSD-3-Clause,https://www.npmjs.com/package/@jupyterlab/dataregistry-extension,296.0,,,,,,,,,
165,ipytest,Pytest in IPython notebooks.,https://github.com/chmp/ipytest,,notebook-tools,15,True,chmp/ipytest,ipytest,,https://github.com/chmp/ipytest,2016-02-07 20:24:41.000000,2020-07-25 11:36:37.000000,2020-07-25 11:36:09.000000,10.0,3.0,36.0,139.0,127.0,,,,5298.0,,92.0,92.0,3.0,https://pypi.org/project/ipytest,5298.0,,,,3.0,,,,,,,MIT,,,,,,,,,,,
166,JupyterLab Spreadsheet,"JupyterLab plugin for viewing spreadsheets, such as Excel .xls/.xlsx workbooks and OpenOffice .ods files.",https://github.com/quigleyj97/jupyterlab-spreadsheet,,lab-renderer,15,True,quigleyj97/jupyterlab-spreadsheet,,,https://github.com/quigleyj97/jupyterlab-spreadsheet,2018-10-13 22:51:03.000000,2021-02-02 18:01:04.000000,2021-02-02 03:01:26.000000,9.0,6.0,13.0,96.0,,2021-02-02 03:03:28.000000,0.4.0,,4041.0,4.0,,,4.0,,,,,,3.0,,,,,,jupyterlab-spreadsheet,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab-spreadsheet,4041.0,,,,,,,,,
167,SystemdSpawner,Spawn JupyterHub single-user notebook servers with systemd.,https://github.com/jupyterhub/systemdspawner,,hub-spawners,15,True,jupyterhub/systemdspawner,jupyterhub-systemdspawner,,https://github.com/jupyterhub/systemdspawner,2016-09-06 07:20:44.000000,2021-02-22 20:44:43.000000,2020-12-07 14:41:33.000000,33.0,22.0,24.0,63.0,144.0,,,,686.0,,12.0,12.0,15.0,https://pypi.org/project/jupyterhub-systemdspawner,686.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
168,niwidgets,Neuroimaging widgets for jupyter notebooks.,https://github.com/nipy/niwidgets,,widgets,15,True,nipy/niwidgets,niwidgets,,https://github.com/nipy/niwidgets,2017-09-11 22:20:27.000000,2021-03-20 00:48:32.000000,2020-03-24 14:27:42.000000,31.0,16.0,17.0,63.0,242.0,,,,94.0,,22.0,22.0,16.0,https://pypi.org/project/niwidgets,94.0,,,,3.0,,,,,,,Apache-2.0,,,,,,,,,,,
169,jupyterlab-sos,"Jupyterlab extension for SoS Polyglot Notebook and Workflow Engine, allows multiple kernels in one notebook.",https://github.com/vatlab/jupyterlab-sos,,lab-extensions,15,True,vatlab/jupyterlab-sos,,conda-forge/jupyterlab-sos,https://github.com/vatlab/jupyterlab-sos,2018-03-20 16:07:18.000000,2021-01-15 15:11:10.000000,2021-01-15 15:11:05.000000,,11.0,46.0,42.0,290.0,2019-09-02 19:30:02.000000,0.5.0,,959.0,9.0,3.0,3.0,3.0,,,https://anaconda.org/conda-forge/jupyterlab-sos,2020-12-11 06:16:09.879000,7201.0,3.0,,,,,,jupyterlab-sos,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab-sos,559.0,,,,,,,,,
170,JupyterLab Python Files,JupyterLab extension to create Python files.,https://github.com/jtpio/jupyterlab-python-file,,lab-extensions,15,True,jtpio/jupyterlab-python-file,,,https://github.com/jtpio/jupyterlab-python-file,2018-10-17 22:21:21.000000,2021-03-22 07:19:33.000000,2021-03-22 07:19:30.000000,7.0,2.0,7.0,39.0,,2020-12-16 21:20:59.000000,0.5.2,,3130.0,2.0,,,3.0,,,,,,3.0,,,,,,jupyterlab-python-file,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab-python-file,3130.0,,,,,,,,,
171,First Use Authenticator,JupyterHub Authenticator that lets users set passwords when they first log in.,https://github.com/jupyterhub/firstuseauthenticator,,hub-auth,15,True,jupyterhub/firstuseauthenticator,jupyterhub-firstuseauthenticator,,https://github.com/jupyterhub/firstuseauthenticator,2016-10-25 03:09:14.000000,2020-10-28 21:57:40.000000,2020-10-28 21:57:33.000000,20.0,3.0,14.0,33.0,73.0,2019-01-24 17:18:45.000000,0.12,,2074.0,2.0,39.0,39.0,11.0,https://pypi.org/project/jupyterhub-firstuseauthenticator,2074.0,,,,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
172,jupyterlab-theme-solarized-dark,JupyterLab 2.x Solarized Dark extension.,https://github.com/AllanChain/jupyterlab-theme-solarized-dark,,lab-themes,15,True,AllanChain/jupyterlab-theme-solarized-dark,jupyterlab_theme_solarized_dark,,https://github.com/AllanChain/jupyterlab-theme-solarized-dark,2020-04-05 12:18:48.000000,2021-03-11 07:53:39.000000,2021-03-11 07:53:34.000000,3.0,1.0,1.0,33.0,50.0,2020-12-21 09:53:24.000000,1.0.4,,6334.0,7.0,,,2.0,https://pypi.org/project/jupyterlab_theme_solarized_dark,105.0,,,,1.0,,,,,,jupyterlab-theme-solarized-dark,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab-theme-solarized-dark,6229.0,,,,,,,,,
173,heat,IPython magic command to profile and view your python code as a heat map.,https://github.com/csurfer/pyheatmagic,,magic,14,False,csurfer/pyheatmagic,py-heat-magic,,https://github.com/csurfer/pyheatmagic,2017-08-18 20:35:01.000000,2018-04-21 09:16:49.000000,2018-04-21 09:16:37.000000,17.0,2.0,3.0,729.0,32.0,,,,335.0,,23.0,23.0,3.0,https://pypi.org/project/py-heat-magic,335.0,,,,2.0,,,,,,,MIT,,,,,,,,,,,
174,blackcellmagic,IPython magic command to format python code in cell using black.,https://github.com/csurfer/blackcellmagic,,magic,14,False,csurfer/blackcellmagic,blackcellmagic,,https://github.com/csurfer/blackcellmagic,2018-04-25 14:27:26.000000,2020-08-07 13:12:52.000000,2019-04-11 00:12:09.000000,8.0,3.0,5.0,253.0,16.0,,,,999.0,,110.0,110.0,3.0,https://pypi.org/project/blackcellmagic,999.0,,,,2.0,,,,,,,MIT,,,,,,,,,,,
175,LFortran,Official mirror of https://gitlab.com/lfortran/lfortran. Please submit pull requests (PR) there. Any PR sent here will..,https://github.com/lfortran/lfortran,,kernels,14,False,lfortran/lfortran,lfortran,conda-forge/lfortran,https://github.com/lfortran/lfortran,2019-03-24 13:22:20.000000,2021-03-25 04:50:06.000000,2021-03-25 04:49:41.000000,11.0,,,224.0,4377.0,,,,993.0,7.0,,,13.0,https://pypi.org/project/lfortran,55.0,https://anaconda.org/conda-forge/lfortran,2021-03-08 22:57:01.503000,18765.0,3.0,,,,,,,,,,,,,,,,,,
176,nbQA,Run any standard Python code quality tool on a Jupyter Notebook.,https://github.com/nbQA-dev/nbQA,,notebook-tools,14,True,nbQA-dev/nbQA,nbqa,,https://github.com/nbQA-dev/nbQA,2020-07-11 15:30:54.000000,2021-03-22 19:11:17.000000,2021-03-22 19:11:14.000000,12.0,23.0,172.0,197.0,456.0,,,,543.0,,,,11.0,https://pypi.org/project/nbqa,543.0,,,,3.0,,,,,,,MIT,,,,,,,,,,,
177,gpu-jupyter,Leverage the flexibility of Jupyterlab through the power of your NVIDIA GPU to run your code from Tensorflow and..,https://github.com/iot-salzburg/gpu-jupyter,,notebook-environments,14,True,iot-salzburg/gpu-jupyter,,,https://github.com/iot-salzburg/gpu-jupyter,2019-11-12 20:10:23.000000,2021-03-15 16:09:14.000000,2021-03-15 16:08:54.000000,70.0,7.0,33.0,185.0,182.0,2020-09-01 16:59:14.000000,1.1_cuda-10.1_ubuntu-18.04,,,2.0,,,8.0,,,,,,3.0,,,,,,,Apache-2.0,,,,,,,,,,,
178,HTTP-over-WebSocket,,https://github.com/googlecolab/jupyter_http_over_ws,,jupyter-extensions,14,False,googlecolab/jupyter_http_over_ws,jupyter_http_over_ws,,https://github.com/googlecolab/jupyter_http_over_ws,2018-03-26 22:52:45.000000,2021-01-08 04:19:39.000000,2021-01-08 04:19:33.000000,25.0,17.0,7.0,166.0,29.0,,,,3505.0,,,,3.0,https://pypi.org/project/jupyter_http_over_ws,3505.0,,,,3.0,,,,,,,Apache-2.0,,,,,,,,,,,
179,Kernel Detection,An Jupyter plugin to enable the automatic detection of conda and virtualenv environments as kernels.,https://github.com/Cadair/jupyter_environment_kernels,,kernels,14,False,Cadair/jupyter_environment_kernels,environment_kernels,,https://github.com/Cadair/jupyter_environment_kernels,2015-01-06 14:50:00.000000,2018-02-20 00:36:41.000000,2018-02-12 13:00:01.000000,16.0,6.0,22.0,136.0,77.0,2018-02-12 13:01:06.000000,1.1.1,,3096.0,2.0,,,7.0,https://pypi.org/project/environment_kernels,3096.0,,,,3.0,,,,,,,BSD-2-Clause,,,,,,,,,,,
180,jupyterlab-celltags,A JupyterLab extension for notebook cell tags.,https://github.com/jupyterlab/jupyterlab-celltags,,lab-extensions,14,True,jupyterlab/jupyterlab-celltags,,,https://github.com/jupyterlab/jupyterlab-celltags,2018-06-18 22:02:23.000000,2020-04-29 18:27:31.000000,2020-04-29 18:26:29.000000,20.0,11.0,7.0,109.0,441.0,,,,,,196.0,196.0,10.0,,,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
181,Content Management,Jupyter Content Management Extensions.,https://github.com/jupyter-incubator/contentmanagement,,jupyter-extensions,14,False,jupyter-incubator/contentmanagement,jupyter_cms,conda-forge/jupyter_cms,https://github.com/jupyter-incubator/contentmanagement,2015-09-21 15:41:02.000000,2020-10-15 16:27:20.124000,2018-06-11 01:51:34.000000,24.0,7.0,20.0,74.0,136.0,,,,1142.0,3.0,,,7.0,https://pypi.org/project/jupyter_cms,86.0,https://anaconda.org/conda-forge/jupyter_cms,2020-10-15 16:27:20.124000,57054.0,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
182,ipytree,A Tree Widget using Jupyter-widgets protocol and jsTree.,https://github.com/QuantStack/ipytree,,widgets,14,True,QuantStack/ipytree,ipytree,conda-forge/ipytree,https://github.com/QuantStack/ipytree,2018-09-15 13:17:27.000000,2021-03-03 13:15:38.895000,2021-03-03 12:57:09.000000,17.0,12.0,11.0,70.0,93.0,,,,3369.0,7.0,,,7.0,https://pypi.org/project/ipytree,2751.0,https://anaconda.org/conda-forge/ipytree,2021-03-03 13:15:38.895000,14847.0,3.0,,,,,,,MIT,,,,,,,,,,,
183,JupyterLab HDF5,"Open and explore HDF5 files in JupyterLab. Can handle very large (TB) sized files, and datasets of any dimensionality.",https://github.com/jupyterlab/jupyterlab-hdf5,,lab-extensions,14,True,jupyterlab/jupyterlab-hdf5,jupyterlab_hdf,,https://github.com/jupyterlab/jupyterlab-hdf5,2018-10-02 18:20:20.000000,2021-03-19 07:53:45.000000,2021-03-19 07:45:36.000000,10.0,12.0,28.0,66.0,280.0,,,,1335.0,,,,4.0,https://pypi.org/project/jupyterlab_hdf,381.0,,,,3.0,,,,,,@jupyterlab/hdf5,BSD-3-Clause,https://www.npmjs.com/package/@jupyterlab/hdf5,954.0,,,,,,,,,
184,nbzip,Zips and downloads all the contents of a jupyter notebook.,https://github.com/data-8/nbzip,,jupyter-extensions,14,False,data-8/nbzip,nbzip,,https://github.com/data-8/nbzip,2017-09-30 17:32:31.000000,2019-11-22 08:47:26.000000,2019-11-22 08:47:25.000000,15.0,9.0,5.0,66.0,43.0,,,,543.0,,173.0,173.0,6.0,https://pypi.org/project/nbzip,543.0,,,,3.0,,,,,,,Apache-2.0,,,,,,,,,,,
185,JupyterLab Quickopen,Quickly open a file in JupyterLab by typing part of its name.,https://github.com/parente/jupyterlab-quickopen,,lab-extensions,14,True,parente/jupyterlab-quickopen,jupyterlab-quickopen,,https://github.com/parente/jupyterlab-quickopen,2018-12-04 01:00:58.000000,2021-03-21 22:13:27.000000,2021-03-21 22:13:20.000000,5.0,,,63.0,36.0,2020-12-31 18:06:25.000000,1.0.0,,1082.0,1.0,,,5.0,https://pypi.org/project/jupyterlab-quickopen,249.0,,,,3.0,,,,,,@parente/jupyterlab-quickopen,BSD-3-Clause,https://www.npmjs.com/package/@parente/jupyterlab-quickopen,833.0,,,,,,,,,
186,ipymaterialui,Jupyter Widgets based on React Material UI components.,https://github.com/maartenbreddels/ipymaterialui,,widgets,14,False,maartenbreddels/ipymaterialui,ipymaterialui,,https://github.com/maartenbreddels/ipymaterialui,2018-11-23 18:33:20.000000,2021-03-08 23:17:33.000000,2019-10-29 13:53:37.000000,11.0,6.0,3.0,60.0,74.0,2019-08-09 15:57:25.000000,0.1.1,,230.0,1.0,4.0,4.0,3.0,https://pypi.org/project/ipymaterialui,21.0,,,,3.0,,,,,,jupyter-materialui,MIT,https://www.npmjs.com/package/jupyter-materialui,209.0,,,,,,,,,
187,nbcelltests,Cell-by-cell testing for production Jupyter notebooks in JupyterLab.,https://github.com/jpmorganchase/nbcelltests,,lab-extensions,14,True,jpmorganchase/nbcelltests,nbcelltests,,https://github.com/jpmorganchase/nbcelltests,2018-08-23 23:51:41.000000,2021-02-15 04:10:36.000000,2021-02-15 04:10:25.000000,15.0,29.0,82.0,58.0,,2020-10-05 14:23:28.000000,0.2.3,,236.0,11.0,,,6.0,https://pypi.org/project/nbcelltests,9.0,,,,3.0,,,,,,jupyterlab_celltests,Apache-2.0,https://www.npmjs.com/package/jupyterlab_celltests,227.0,,,,,,,,,
188,JupyterLab Shortcutui,A JupyterLab extension for managing keyboard shortcuts.,https://github.com/jupyterlab/jupyterlab-shortcutui,,lab-extensions,14,False,jupyterlab/jupyterlab-shortcutui,,,https://github.com/jupyterlab/jupyterlab-shortcutui,2018-06-18 22:07:19.000000,2020-01-17 16:59:32.000000,2020-01-17 16:59:32.000000,10.0,6.0,6.0,52.0,191.0,2019-09-05 11:54:07.000000,0.4.0,,992.0,3.0,,,8.0,,,,,,3.0,,,,,,@jupyterlab/shortcutui,BSD-3-Clause,https://www.npmjs.com/package/@jupyterlab/shortcutui,992.0,,,,,,,,,
189,JupyterLab Autoversion,Automatically version jupyter notebooks in JupyterLab.,https://github.com/timkpaine/jupyterlab_autoversion,,lab-extensions,14,True,timkpaine/jupyterlab_autoversion,jupyterlab_autoversion,,https://github.com/timkpaine/jupyterlab_autoversion,2018-08-23 23:49:52.000000,2021-01-31 22:32:11.000000,2021-01-31 22:32:06.000000,5.0,3.0,23.0,51.0,,2021-01-01 04:15:38.000000,0.3.0,,363.0,7.0,,,3.0,https://pypi.org/project/jupyterlab_autoversion,80.0,,,,3.0,,,,,,jupyterlab_autoversion,Apache-2.0,https://www.npmjs.com/package/jupyterlab_autoversion,283.0,,,,,,,,,
