,name,description,homepage,resource,category,projectrank,show,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,license,npm_url,npm_monthly_downloads,trending,new_addition,go_id,cran_id,pypi,gem_id,updated_github_id,hex_id,bitbucket_id
0,best-of-ml-python - Data Visualization,Python-based data visualization libraries.,https://github.com/ml-tooling/best-of-ml-python#data-visualization,True,widgets,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ipython,"Official repository for IPython itself. Other repos in the IPython organization contain things like the website,..",https://github.com/ipython/ipython,,components,37,False,ipython/ipython,ipython,conda-forge/ipython,https://github.com/ipython/ipython,2010-05-10 04:46:06.000000,2021-03-25 22:58:27.000000,2021-03-25 15:06:37.000000,3990.0,1421.0,5173.0,14724.0,24910.0,2021-01-30 02:36:56.000000,7.18.1,317069.0,10045239.0,48.0,185705.0,185705.0,799.0,https://pypi.org/project/ipython,9942459.0,https://anaconda.org/conda-forge/ipython,2021-02-27 03:03:10.289000,5858519.0,1.0,,,,,,,,,,,,,,,,,,
2,Jupyter,Jupyter Interactive Notebook.,https://github.com/jupyter/notebook,,notebook-environments,37,False,jupyter/notebook,notebook,conda-forge/jupyter,https://github.com/jupyter/notebook,2015-04-09 06:58:03.000000,2021-03-25 07:30:25.000000,2021-03-25 07:30:25.000000,3249.0,1976.0,2211.0,8935.0,12035.0,2021-03-22 10:26:26.000000,6.3.0,250.0,8355920.0,20.0,96622.0,96622.0,547.0,https://pypi.org/project/notebook,8093418.0,https://anaconda.org/conda-forge/jupyter,2021-01-28 22:23:49.648000,1306736.0,1.0,jupyter/datascience-notebook,https://hub.docker.com/r/jupyter/datascience-notebook,2021-03-21 16:44:14.984830,809.0,16781906.0,,,,,,,,,,,,,
3,JupyterLab,JupyterLab computational environment.,https://github.com/jupyterlab/jupyterlab,,notebook-environments,35,False,jupyterlab/jupyterlab,jupyterlab,conda-forge/jupyterlab,https://github.com/jupyterlab/jupyterlab,2016-06-03 20:09:17.000000,2021-03-25 20:11:47.000000,2021-03-25 14:55:51.000000,1856.0,1719.0,3850.0,10922.0,23049.0,2021-02-22 22:25:38.000000,3.0.9,,510416.0,205.0,36682.0,36682.0,396.0,https://pypi.org/project/jupyterlab,448518.0,https://anaconda.org/conda-forge/jupyterlab,2021-03-19 23:22:50.529000,3528193.0,1.0,,,,,,,,,,,,,,,,,,
4,ipywidgets,Interactive Widgets for the Jupyter Notebook.,https://github.com/jupyter-widgets/ipywidgets,,widgets,33,True,jupyter-widgets/ipywidgets,ipywidgets,conda-forge/ipywidgets,https://github.com/jupyter-widgets/ipywidgets,2015-04-17 20:29:25.000000,2021-03-25 22:01:17.000000,2021-03-25 19:27:32.000000,711.0,502.0,1109.0,2176.0,6948.0,2021-02-07 22:09:48.000000,7.6.3,,8011316.0,29.0,1363.0,1363.0,173.0,https://pypi.org/project/ipywidgets,7787830.0,https://anaconda.org/conda-forge/ipywidgets,2021-01-07 05:03:39.883000,2921441.0,1.0,,,,,,@jupyter-widgets/jupyterlab-manager,BSD-3-Clause,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,173971.0,,,,,,,,,
5,nbconvert,Jupyter Notebook Conversion.,https://github.com/jupyter/nbconvert,,notebook-sharing,32,False,jupyter/nbconvert,nbconvert,conda-forge/nbconvert,https://github.com/jupyter/nbconvert,2015-04-09 06:58:23.000000,2021-03-22 18:05:18.000000,2021-02-28 20:46:41.000000,411.0,340.0,516.0,1087.0,3687.0,2019-05-11 04:19:05.000000,5.5.0,,8496712.0,19.0,95252.0,95252.0,212.0,https://pypi.org/project/nbconvert,8435740.0,https://anaconda.org/conda-forge/nbconvert,2021-01-21 02:13:03.383000,3597356.0,1.0,,,,,,,,,,,,,,,,,,
6,bokeh,"Interactive Data Visualization in the browser, from Python.",https://github.com/bokeh/bokeh,,widgets,31,True,bokeh/bokeh,bokeh,conda-forge/bokeh,https://github.com/bokeh/bokeh,2012-03-26 15:40:01.000000,2021-03-26 03:49:30.000000,2021-03-24 23:37:49.000000,3600.0,634.0,5829.0,14891.0,,,,,642375.0,38.0,31529.0,31529.0,552.0,https://pypi.org/project/bokeh,556116.0,https://anaconda.org/conda-forge/bokeh,2021-03-01 11:07:11.701000,4054179.0,1.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
7,Jupytext,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,30,True,mwouts/jupytext,jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,2018-06-15 05:25:36.000000,2021-03-25 23:07:17.000000,2021-03-25 23:06:16.000000,274.0,55.0,363.0,4386.0,2159.0,2021-03-25 23:07:17.000000,1.11.1,,61446.0,100.0,1332.0,1332.0,58.0,https://pypi.org/project/jupytext,41095.0,https://anaconda.org/conda-forge/jupytext,2021-03-18 07:28:52.676000,158465.0,1.0,,,,,,jupyterlab-jupytext,MIT,https://www.npmjs.com/package/jupyterlab-jupytext,14692.0,1.0,,,,,,,,
8,IPython Kernel,IPython Kernel for Jupyter.,https://github.com/ipython/ipykernel,,kernels,30,False,ipython/ipykernel,ipykernel,ipykernel,https://github.com/ipython/ipykernel,2015-04-09 07:44:14.000000,2021-03-25 16:03:35.000000,2021-03-25 16:03:34.000000,247.0,157.0,134.0,389.0,2131.0,,,,7937257.0,27.0,105408.0,105408.0,126.0,https://pypi.org/project/ipykernel,7935116.0,https://anaconda.org/anaconda/ipykernel,2020-12-08 22:57:34.883000,137043.0,1.0,,,,,,,,,,,,,,,,,,
9,qtconsole,Jupyter Qt Console.,https://github.com/jupyter/qtconsole,,others,30,True,jupyter/qtconsole,qtconsole,conda-forge/qtconsole,https://github.com/jupyter/qtconsole,2015-04-09 06:59:10.000000,2021-03-17 01:59:30.155000,2021-03-16 16:49:52.000000,148.0,87.0,184.0,253.0,1752.0,,,,6735687.0,26.0,72470.0,72470.0,107.0,https://pypi.org/project/qtconsole,6705760.0,https://anaconda.org/conda-forge/qtconsole,2021-03-17 01:59:30.155000,1735767.0,1.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
10,pandas-profiling,Create HTML profiling reports from pandas DataFrame objects.,https://github.com/pandas-profiling/pandas-profiling,,widgets,29,True,pandas-profiling/pandas-profiling,pandas-profiling,conda-forge/pandas-profiling,https://github.com/pandas-profiling/pandas-profiling,2016-01-09 23:47:55.000000,2021-03-25 23:30:37.000000,2021-03-25 23:30:37.000000,1034.0,71.0,376.0,6989.0,784.0,2021-02-20 14:18:35.000000,2.11.0,,168449.0,27.0,3442.0,3442.0,74.0,https://pypi.org/project/pandas-profiling,166402.0,https://anaconda.org/conda-forge/pandas-profiling,2021-02-20 16:48:07.057000,112617.0,1.0,,,,,,,MIT,,,,,,,,,,,
11,bqplot,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,29,True,bqplot/bqplot,bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,2015-09-26 04:02:18.000000,2021-03-25 16:26:46.000000,2021-03-25 14:54:53.000000,405.0,191.0,328.0,3042.0,3269.0,2021-01-14 14:22:16.000000,0.12.21,,42011.0,46.0,1307.0,1307.0,51.0,https://pypi.org/project/bqplot,14037.0,https://anaconda.org/conda-forge/bqplot,2021-03-02 08:00:32.235000,545613.0,1.0,,,,,,bqplot,Apache-2.0,https://www.npmjs.com/package/bqplot,18567.0,,,,,,,,,
12,nbformat,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,29,False,jupyter/nbformat,nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,2015-04-09 01:07:29.000000,2021-02-08 18:24:16.000000,2021-02-08 18:24:16.000000,108.0,32.0,62.0,137.0,747.0,2021-01-15 00:13:59.000000,5.1.2,,8643239.0,12.0,100165.0,100165.0,56.0,https://pypi.org/project/nbformat,8565173.0,https://anaconda.org/conda-forge/nbformat,2021-01-18 21:38:26.122000,4605950.0,1.0,,,,,,,,,,,,,,,,,,
13,JupyterHub,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,28,False,jupyterhub/jupyterhub,jupyterhub,conda-forge/jupyterhub,https://github.com/jupyterhub/jupyterhub,2014-06-12 23:22:10.000000,2021-03-24 13:33:34.000000,2021-03-23 08:28:48.000000,1479.0,140.0,1774.0,6434.0,4567.0,,,,82300.0,18.0,1232.0,1232.0,238.0,https://pypi.org/project/jupyterhub,50937.0,https://anaconda.org/conda-forge/jupyterhub,2021-02-25 12:39:56.079000,352928.0,2.0,jupyterhub/jupyterhub,https://hub.docker.com/r/jupyterhub/jupyterhub,2021-03-23 08:46:08.251924,283.0,2047660.0,,,,,,,,,,,,,
14,Jupyter Book,"Build interactive, publication-quality documents from Jupyter Notebooks.",https://github.com/executablebooks/jupyter-book,,notebook-sharing,28,True,executablebooks/jupyter-book,jupyter-book,,https://github.com/executablebooks/jupyter-book,2018-06-14 01:55:51.000000,2021-03-26 02:32:19.000000,2021-03-26 02:32:19.000000,300.0,297.0,464.0,2143.0,1230.0,2021-03-04 09:08:03.000000,0.10.1,,6618.0,27.0,2058.0,2058.0,75.0,https://pypi.org/project/jupyter-book,6618.0,,,,1.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
15,nikola,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,28,True,getnikola/nikola,nikola,,https://github.com/getnikola/nikola,2012-04-14 13:53:22.000000,2021-03-23 12:12:59.000000,2021-03-23 12:12:59.000000,327.0,29.0,2014.0,2100.0,10202.0,2021-02-13 17:21:54.000000,8.1.3,,1066.0,73.0,359.0,359.0,219.0,https://pypi.org/project/nikola,1066.0,,,,1.0,,,,,,,MIT,,,,,,,,,,,
16,panel,A high-level app and dashboarding solution for Python.,https://github.com/holoviz/panel,,others,28,True,holoviz/panel,panel,conda-forge/panel,https://github.com/holoviz/panel,2018-08-23 12:14:24.000000,2021-03-26 04:41:46.000000,2021-03-25 21:24:57.000000,149.0,326.0,727.0,980.0,1288.0,2021-03-15 18:40:08.000000,0.11.1,,49015.0,28.0,1163.0,1163.0,61.0,https://pypi.org/project/panel,42717.0,https://anaconda.org/conda-forge/panel,2021-03-19 15:00:45.352000,182665.0,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
17,ipyleaflet,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,27,True,jupyter-widgets/ipyleaflet,ipyleaflet,conda-forge/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,2014-05-07 16:32:10.000000,2021-03-11 08:40:09.000000,2021-03-11 08:40:06.000000,267.0,145.0,256.0,1104.0,910.0,2021-01-05 16:34:46.000000,0.13.6,,43650.0,59.0,755.0,755.0,63.0,https://pypi.org/project/ipyleaflet,12345.0,https://anaconda.org/conda-forge/ipyleaflet,2021-01-16 23:51:37.383000,629387.0,1.0,,,,,,jupyter-leaflet,MIT,https://www.npmjs.com/package/jupyter-leaflet,20454.0,,,,,,,,,
18,jupyter-matplotlib,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,27,True,matplotlib/ipympl,ipympl,,https://github.com/matplotlib/ipympl,2016-07-21 14:38:56.000000,2021-03-25 05:29:10.000000,2021-03-22 22:24:55.000000,142.0,92.0,94.0,1032.0,299.0,2021-03-22 22:29:34.000000,0.7.0,,111543.0,15.0,1273.0,1273.0,23.0,https://pypi.org/project/ipympl,17637.0,,,,1.0,,,,,,jupyter-matplotlib,BSD-3-Clause,https://www.npmjs.com/package/jupyter-matplotlib,93906.0,,,,,,,,,
19,Jupyter Themes,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,26,True,dunovank/jupyter-themes,jupyterthemes,,https://github.com/dunovank/jupyter-themes,2014-12-10 23:22:23.000000,2021-03-11 18:45:24.000000,2021-02-15 23:21:41.000000,908.0,181.0,189.0,8296.0,593.0,,,,14496.0,,1953.0,1953.0,28.0,https://pypi.org/project/jupyterthemes,14496.0,,,,1.0,,,,,,,MIT,,,,,,,,,,,
20,nteract,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,26,True,nteract/nteract,nteract_on_jupyter,,https://github.com/nteract/nteract,2015-06-15 23:21:49.000000,2021-03-24 17:31:26.000000,2021-03-24 17:29:20.000000,504.0,133.0,1486.0,5463.0,10501.0,2021-01-26 05:18:38.000000,0.28.0,1152031.0,21516.0,66.0,,,166.0,https://pypi.org/project/nteract_on_jupyter,1654.0,,,,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
21,ipyvolume,3d plotting for Python in the Jupyter notebook based on IPython widgets using WebGL.,https://github.com/maartenbreddels/ipyvolume,,widgets,26,True,maartenbreddels/ipyvolume,ipyvolume,conda-forge/ipyvolume,https://github.com/maartenbreddels/ipyvolume,2016-12-21 15:30:13.000000,2021-03-22 14:33:27.000000,2020-12-08 15:52:28.000000,202.0,151.0,121.0,1570.0,921.0,2018-06-11 13:56:17.000000,0.4.5,,15601.0,15.0,426.0,426.0,38.0,https://pypi.org/project/ipyvolume,5091.0,https://anaconda.org/conda-forge/ipyvolume,2020-06-10 13:40:22.698000,269937.0,2.0,,,,,,ipyvolume,MIT,https://www.npmjs.com/package/ipyvolume,5002.0,,,,,,,,,
22,ipython-sql,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,26,True,catherinedevlin/ipython-sql,ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,2013-03-20 16:41:10.000000,2021-03-14 13:53:23.000000,2021-03-14 13:53:23.000000,216.0,90.0,37.0,1356.0,251.0,,,,10128.0,3.0,1491.0,1491.0,43.0,https://pypi.org/project/ipython-sql,8290.0,https://anaconda.org/conda-forge/ipython-sql,2020-10-14 09:42:08.609000,101123.0,1.0,,,,,,,MIT,,,,,,,,,,,
23,papermill,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,25,True,nteract/papermill,papermill,conda-forge/papermill,https://github.com/nteract/papermill,2017-07-06 17:17:53.000000,2021-03-11 16:25:12.955000,2021-03-09 17:53:31.000000,296.0,86.0,216.0,4015.0,,,,,169461.0,16.0,1164.0,1164.0,87.0,https://pypi.org/project/papermill,165088.0,https://anaconda.org/conda-forge/papermill,2021-03-11 16:25:12.955000,135572.0,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
24,ipyparallel,Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,25,False,ipython/ipyparallel,ipyparallel,conda-forge/ipyparallel,https://github.com/ipython/ipyparallel,2015-04-09 07:43:55.000000,2021-03-25 14:31:17.000000,2021-02-22 12:08:33.000000,742.0,144.0,107.0,1920.0,1830.0,,,,38794.0,15.0,1455.0,1455.0,97.0,https://pypi.org/project/ipyparallel,31941.0,https://anaconda.org/conda-forge/ipyparallel,2021-01-22 17:12:52.539000,404362.0,1.0,,,,,,,,,,,,,,,,,,
25,repo2docker,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,25,True,jupyterhub/repo2docker,jupyter-repo2docker,,https://github.com/jupyterhub/repo2docker,2017-05-09 08:36:30.000000,2021-03-25 22:17:25.000000,2021-03-23 09:35:04.000000,238.0,151.0,269.0,1178.0,2066.0,2021-03-22 08:04:31.000000,2021.03.0,,1992.0,9.0,99.0,99.0,94.0,https://pypi.org/project/jupyter-repo2docker,1992.0,,,,1.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
26,JupyterLab Git,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,25,True,jupyterlab/jupyterlab-git,jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,2017-06-20 17:31:00.000000,2021-03-24 08:24:07.000000,2021-03-24 08:24:06.000000,166.0,85.0,353.0,816.0,1611.0,2020-12-24 10:37:57.000000,0.23.3,,20859.0,24.0,13.0,13.0,58.0,https://pypi.org/project/jupyterlab-git,18710.0,https://anaconda.org/conda-forge/jupyterlab-git,2020-12-24 12:08:48.622000,58039.0,1.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
27,facets-overview,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,24,True,pair-code/facets,facets-overview,,https://github.com/PAIR-code/facets,2017-07-07 14:03:03.000000,2021-02-04 17:22:42.000000,2021-02-04 17:22:41.000000,796.0,73.0,75.0,6525.0,262.0,2019-07-01 16:35:20.000000,1.0.0,,28039.0,4.0,41.0,41.0,28.0,https://pypi.org/project/facets-overview,28039.0,,,,2.0,,,,,,,Apache-2.0,,,,,,,,,,,
28,Docker Stacks,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,24,True,jupyter/docker-stacks,,,https://github.com/jupyter/docker-stacks,2015-07-15 15:30:00.000000,2021-03-25 15:23:17.000000,2021-03-22 19:04:20.000000,2226.0,58.0,553.0,6114.0,1720.0,,,,103423.0,,,,192.0,,,,,,2.0,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2021-03-21 16:42:07.746634,286.0,7032827.0,,BSD-3-Clause,,,,,,,,,,,
29,Voila,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,24,False,voila-dashboards/voila,voila,conda-forge/voila,https://github.com/voila-dashboards/voila,2018-08-21 14:21:42.000000,2021-03-24 16:36:24.229000,2021-03-24 11:37:01.000000,308.0,188.0,277.0,3161.0,876.0,,,,20063.0,43.0,3362.0,3362.0,45.0,https://pypi.org/project/voila,13243.0,https://anaconda.org/conda-forge/voila,2021-03-24 16:36:24.229000,107216.0,2.0,,,,,,@jupyter-voila/jupyterlab-preview,,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,3123.0,,,,,,,,,
30,nbdev,Create delightful python projects using Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,24,True,fastai/nbdev,nbdev,,https://github.com/fastai/nbdev,2019-11-18 17:37:35.000000,2021-03-05 16:59:16.000000,2021-03-05 16:59:16.000000,269.0,31.0,220.0,2702.0,1213.0,2021-02-23 21:48:06.000000,1.1.13,,17971.0,13.0,,,57.0,https://pypi.org/project/nbdev,17971.0,,,,2.0,,,,,,,Apache-2.0,,,,,,,,,,,
31,PixieDust,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,24,True,pixiedust/pixiedust,pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,2016-07-01 17:34:14.000000,2021-02-16 04:46:42.000000,2021-02-16 04:46:41.000000,158.0,163.0,260.0,998.0,2157.0,2019-12-04 15:06:08.000000,1.1.18,,6780.0,19.0,187.0,187.0,33.0,https://pypi.org/project/pixiedust,5352.0,https://anaconda.org/conda-forge/pixiedust,2021-02-06 13:20:07.331000,22857.0,2.0,,,,,,,Apache-2.0,,,,,,,,,,,
32,watermark,"An IPython magic extension for printing date and time stamps, version numbers, and hardware information.",https://github.com/rasbt/watermark,,magic,24,True,rasbt/watermark,watermark,conda-forge/watermark,https://github.com/rasbt/watermark,2014-07-30 03:46:33.000000,2021-02-18 18:12:02.241000,2021-02-18 16:55:13.000000,61.0,13.0,26.0,505.0,81.0,2021-02-18 17:08:16.000000,2.2.0,,50509.0,14.0,924.0,924.0,15.0,https://pypi.org/project/watermark,47703.0,https://anaconda.org/conda-forge/watermark,2021-02-18 18:12:02.241000,148737.0,1.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
33,nbclient,A client library for executing notebooks. Formally nbconvert's ExecutePreprocessor.,https://github.com/jupyter/nbclient,,notebook-tools,24,False,jupyter/nbclient,nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,2020-01-13 17:29:49.000000,2021-03-09 07:28:12.000000,2021-02-26 08:05:37.000000,28.0,18.0,44.0,59.0,192.0,,,,8167549.0,11.0,12168.0,12168.0,18.0,https://pypi.org/project/nbclient,8097905.0,https://anaconda.org/conda-forge/nbclient,2021-02-26 10:44:05.167000,905381.0,2.0,,,,,,,,,,,,,,,,,,
34,Perspective,Streaming pivot visualization via WebAssembly.,https://github.com/finos/perspective,,lab-extensions,23,True,finos/perspective,perspective-python,,https://github.com/finos/perspective,2017-11-02 16:27:54.000000,2021-03-26 01:31:14.000000,2021-03-22 14:58:39.000000,348.0,74.0,312.0,3285.0,4372.0,,,,2418.0,,180.0,180.0,62.0,https://pypi.org/project/perspective-python,527.0,,,,1.0,,,,,,@finos/perspective-jupyterlab,Apache-2.0,https://www.npmjs.com/package/@finos/perspective-jupyterlab,1891.0,,,,,,,,,
35,RISE,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,23,False,damianavila/RISE,RISE,conda-forge/rise,https://github.com/damianavila/RISE,2013-08-26 18:55:36.000000,2021-03-11 13:00:21.741000,2021-01-14 14:07:48.000000,349.0,123.0,278.0,2969.0,733.0,,,,6561.0,9.0,1404.0,1404.0,39.0,https://pypi.org/project/RISE,2789.0,https://anaconda.org/conda-forge/rise,2021-03-11 13:00:21.741000,139579.0,2.0,,,,,,,,,,,,,,,,,,
36,BeakerX,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,23,True,twosigma/beakerx,beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,2013-12-03 14:16:36.000000,2021-01-21 14:03:03.000000,2021-01-21 14:02:57.000000,366.0,339.0,4172.0,2544.0,1689.0,2018-12-04 18:27:21.000000,1.3.0,31.0,14763.0,39.0,,,43.0,https://pypi.org/project/beakerx,1573.0,https://anaconda.org/conda-forge/beakerx,2020-10-16 00:01:07.915000,388486.0,2.0,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,21.0,243512.0,beakerx,Apache-2.0,https://www.npmjs.com/package/beakerx,1143.0,,,,,,,,,
37,D-Tale,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,23,False,man-group/dtale,dtale,conda-forge/dtale,https://github.com/man-group/dtale,2019-07-15 09:34:48.000000,2021-03-26 02:00:04.000000,2021-03-24 14:25:20.000000,150.0,32.0,288.0,2145.0,378.0,2021-03-21 20:29:19.000000,1.40.2,,6380.0,100.0,113.0,113.0,15.0,https://pypi.org/project/dtale,3033.0,https://anaconda.org/conda-forge/dtale,2021-03-21 21:08:13.166000,43518.0,2.0,,,,,,,LGPL-2.1,,,,True,,,,,,,
38,nbdime,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,23,False,jupyter/nbdime,nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,2015-11-16 09:25:53.000000,2021-03-22 06:46:50.000000,2021-01-14 19:15:16.000000,109.0,49.0,204.0,1942.0,1894.0,,,,329605.0,18.0,44.0,44.0,30.0,https://pypi.org/project/nbdime,49102.0,https://anaconda.org/conda-forge/nbdime,2020-10-02 13:40:32.616000,283228.0,2.0,,,,,,nbdime-jupyterlab,,https://www.npmjs.com/package/nbdime-jupyterlab,274950.0,,,,,,,,,
39,sparkmagic,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,23,False,jupyter-incubator/sparkmagic,sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,2015-09-21 15:35:25.000000,2021-03-19 18:11:30.000000,2021-02-04 03:22:19.000000,331.0,120.0,241.0,955.0,1081.0,2021-01-02 20:41:36.000000,0.18.0,,20460.0,13.0,174.0,174.0,49.0,https://pypi.org/project/sparkmagic,19832.0,https://anaconda.org/conda-forge/sparkmagic,2021-01-07 08:26:56.626000,27007.0,2.0,,,,,,,,,,,,,,,,,,
40,JupyterLab Debugger,"A visual debugger for Jupyter notebooks, consoles, and source files.",https://github.com/jupyterlab/debugger,,lab-extensions,23,True,jupyterlab/debugger,,,https://github.com/jupyterlab/debugger,2019-07-19 18:19:17.000000,2020-12-14 09:10:34.000000,2020-12-14 09:10:30.000000,29.0,19.0,242.0,478.0,1170.0,2020-12-10 14:31:28.000000,0.3.7,,65760.0,28.0,39.0,39.0,11.0,,,,,,1.0,,,,,,@jupyterlab/debugger,BSD-3-Clause,https://www.npmjs.com/package/@jupyterlab/debugger,65760.0,,,,,,,,,
41,jupyter-dash,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,23,True,plotly/jupyter-dash,jupyter-dash,,https://github.com/plotly/jupyter-dash,2020-04-26 18:43:59.000000,2021-03-08 10:44:34.000000,2021-01-22 17:01:16.000000,107.0,23.0,13.0,461.0,119.0,2021-01-22 17:07:52.000000,0.4.0,58.0,8550.0,9.0,294.0,294.0,3.0,https://pypi.org/project/jupyter-dash,8545.0,,,,2.0,,,,,,,MIT,,,,,,,,,,,
42,OAuthenticator,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,23,True,jupyterhub/oauthenticator,oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,2014-09-23 21:37:06.000000,2021-03-25 09:24:49.000000,2021-03-12 11:00:56.000000,264.0,22.0,168.0,300.0,834.0,,,,15169.0,10.0,189.0,189.0,92.0,https://pypi.org/project/oauthenticator,14662.0,https://anaconda.org/conda-forge/oauthenticator,2021-02-10 20:04:48.207000,11661.0,1.0,,,,,,,BSD-3-Clause,,,,,,,,,,,
43,jupyter_server,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,23,False,jupyter-server/jupyter_server,jupyter_server,conda-forge/jupyter_server,https://github.com/jupyter-server/jupyter_server,2016-09-21 19:18:45.000000,2021-03-25 13:56:23.000000,2021-03-25 13:56:23.000000,98.0,61.0,109.0,218.0,11939.0,2021-03-24 20:08:03.000000,1.5.1,25.0,251703.0,32.0,,,431.0,https://pypi.org/project/jupyter_server,243328.0,https://anaconda.org/conda-forge/jupyter_server,2021-03-24 22:37:34.264000,251231.0,3.0,,,,,,,,,,,,,,,,,,
44,Jupyter Client,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,23,True,jupyter/jupyter_client,jupyter-client,,https://github.com/jupyter/jupyter_client,2015-04-09 06:57:29.000000,2021-03-24 16:44:30.000000,2021-03-18 20:42:52.000000,197.0,114.0,144.0,211.0,1908.0,,,,8345399.0,,,,100.0,https://pypi.org/project/jupyter-client,8345399.0,,,,2.0,,,,,,,BSD-3-Clause,,,-8.0,,,,,,,,
45,gophernotes,The Go kernel for Jupyter notebooks and nteract.,https://github.com/gopherdata/gophernotes,,kernels,22,True,gopherdata/gophernotes,,,https://github.com/gopherdata/gophernotes,2016-01-22 19:22:16.000000,2021-03-20 20:49:38.000000,2021-03-20 20:49:38.000000,198.0,39.0,118.0,2848.0,381.0,2021-03-18 17:47:36.000000,0.7.2,39.0,1330.0,14.0,,,27.0,,,,,,1.0,gopherdata/gophernotes,https://hub.docker.com/r/gopherdata/gophernotes,2018-12-22 19:00:35.934804,6.0,82474.0,,MIT,,,1.0,,github.com/gopherdata/gophernotes,,,,,,
